Brand;Movement;Case material;Bracelet material;Year of production;Condition;Scope of delivery;Gender;Price;Availability;Shape;Face Area;Water resistance;Crystal;Dial;Bracelet color;Clasp;Watches Sold by the Seller;Active listing of the seller;Fast Shipper;Trusted Seller;Punctuality;Seller Reviews
Breguet;Automatic;Yellow gold;Leather;2014.0;Used (Very good);Original box, original papers;Men's watch/Unisex;17520.0;Item is in stock;Circular;596.9925000000001;;Sapphire crystal;Silver;Grey;Double-fold clasp;1157.0;339.0;1;1;1;860.0
Breguet;Manual winding;Platinum;Crocodile skin;2012.0;Used (Very good);Original box, original papers;Men's watch/Unisex;110000.0;Item is in stock;Circular;628.0;3.0;Sapphire crystal;Skeletonized;Black;Double-fold clasp;1157.0;339.0;1;1;1;860.0
Breguet;Manual winding;Platinum;Leather;;Used (Very good);Original papers, no original box;Men's watch/Unisex;98750.0;Item is in stock;Circular;628.0;;Sapphire crystal;Skeletonized;;Fold clasp;420.0;328.0;0;1;1;270.0
Breguet;Manual winding;Yellow gold;Crocodile skin;2007.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;13729.0;Item is in stock;Circular;537.3325;3.0;Sapphire crystal;Gold;Black;Buckle;98.0;66.0;1;0;1;76.0
Breguet;Manual winding;Rose gold;Crocodile skin;;Used (Very good);Original box, no original papers;Men's watch/Unisex;15750.0;Item is in stock;Circular;628.0;3.0;Sapphire crystal;Black;Black;Buckle;159.0;811.0;0;1;1;132.0
Breguet;Automatic;Rose gold;Leather;2017.0;Used (Very good);Original box, original papers;Men's watch/Unisex;21510.0;Item is in stock;Circular;628.0;3.0;Sapphire crystal;Silver;Black;Buckle;413.0;67.0;1;1;1;311.0
Breguet;;Steel;Steel;;Used (Very good);Original box, original papers;;4998.0;Item is in stock;Circular;596.9925000000001;;;Black;Steel;;58.0;252.0;0;1;1;22.0
Breguet;Automatic;Titanium;Titanium;;Used (Good);No original box, no original papers;Men's watch/Unisex;5895.0;Item is in stock;Circular;596.9925000000001;10.0;Sapphire crystal;Black;Steel;Fold clasp;17.0;70.0;1;1;1;14.0
;;;;;;;;;;;;;;;;;;;0;0;0;
Breguet;Automatic;Steel;Steel;2007.0;Used (Good);Original box, original papers;Women's watch;5999.0;Item is in stock;;;;;Mother of pearl;;;50.0;21.0;1;1;1;32.0
Breguet;Automatic;Steel;Steel;;Used (Very good);Original box, no original papers;Men's watch/Unisex;4850.0;Item is in stock;Circular;612.398125;10.0;Sapphire crystal;Black;Steel;Fold clasp;399.0;51.0;1;1;1;286.0
Breguet;Automatic;Steel;Steel;;Used (Very good);Original box, original papers;Men's watch/Unisex;5950.0;Item is in stock;Circular;596.9925000000001;10.0;Sapphire crystal;Black;Steel;Fold clasp;618.0;348.0;1;0;1;435.0
Breguet;Automatic;Steel;Crocodile skin;;Like new & unworn;Original box, original papers;Men's watch/Unisex;12500.0;Item is in stock;Circular;692.37;10.0;Sapphire crystal;Brown;Brown;Fold clasp;327.0;578.0;0;0;1;212.0
Breguet;Automatic;Rose gold;Crocodile skin;;Used (Very good);No original box, no original papers;Men's watch/Unisex;12999.0;Item is in stock;Circular;692.37;10.0;Sapphire crystal;Brown;Brown;Fold clasp;47.0;90.0;0;1;1;32.0
;;;;;;;;;;;;;;;;;;;0;0;0;
Breguet;Automatic;White gold;Leather;2024.0;Like new & unworn;Original box, original papers;Women's watch;16500.0;Item is in stock;Rectangular;875.0;3.0;Sapphire crystal;Mother of pearl;Black;;548.0;1083.0;0;1;1;362.0
Breguet;Automatic;Rose gold;Rubber;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;26650.0;Item is in stock;Circular;628.0;10.0;Sapphire crystal;Grey;Black;Fold clasp;548.0;1083.0;0;1;1;362.0
Breguet;Automatic;White gold;Alligator skin;2013.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;22038.0;Item is in stock;Circular;566.77;;Sapphire crystal;White;Black;Buckle;2227.0;5013.0;1;1;1;1458.0
Breguet;;;;;Used (Very good);Original box, original papers;Men's watch/Unisex;59325.0;Item needs to be procured;Circular;494.648125;3.0;Sapphire crystal;;;Buckle;778.0;1002.0;1;1;1;525.0
Breguet;Automatic;Platinum;Leather;2013.0;Used (Very good);Original box, original papers;Men's watch/Unisex;50090.0;Item is in stock;Rectangular;559.0;;Sapphire crystal;Silver;Brown;Fold clasp;3542.0;2912.0;1;1;1;2002.0
Breguet;Automatic;Rose gold;;;Used (Very good);Original box, original papers;Men's watch/Unisex;20400.0;Item is in stock;Circular;596.9925000000001;;Sapphire crystal;;;;2049.0;247.0;1;1;1;1660.0
Breguet;Automatic;Rose gold;Alligator skin;;Used (Very good);Original box, original papers;Men's watch/Unisex;58950.0;Item is in stock;Circular;508.68;3.0;Sapphire crystal;Silver;Black;Buckle;3090.0;1592.0;0;1;1;2340.0
Breguet;Automatic;Yellow gold;;2005.0;Used (Very good);Original box, original papers;Men's watch/Unisex;12900.0;Item is in stock;Circular;508.68;;Sapphire crystal;Silver;;Fold clasp;1394.0;483.0;1;1;1;993.0
Breguet;Manual winding;Yellow gold;Leather;1995.0;Used (Very good);Original box, original papers;Men's watch/Unisex;15750.0;Item is in stock;Circular;480.8125;;Sapphire crystal;Silver;Black;Buckle;1157.0;339.0;1;1;1;860.0
Breguet;Automatic;Yellow gold;Leather;;Used (Very good);No original box, no original papers;;18750.0;Item is in stock;Circular;596.9925000000001;;;Silver;Brown;;897.0;548.0;1;1;1;697.0
Breguet;Manual winding;;Crocodile skin;;Used (Very good);Original box, original papers;;46703.0;Item is in stock;Circular;508.68;;;Silver;;;172.0;206.0;1;0;1;121.0
Breguet;Automatic;Gold/Steel;;;Used (Very good);No original box, no original papers;Men's watch/Unisex;5993.0;Item is in stock;Circular;480.8125;;Sapphire crystal;;Gold;;417.0;196.0;1;1;1;296.0
;;;;;;;;;;;;;;;;;;;0;0;0;
;;;;;;;;;;;;;;;;;;;0;0;0;
Breguet;Automatic;Rose gold;Leather;;Used (Very good);No original box, no original papers;Women's watch;16950.0;Item is in stock;Circular;453.73;;;Mother of pearl;;Fold clasp;524.0;798.0;1;1;1;351.0
Breguet;Automatic;Titanium;Titanium;;Used (Very good);Original box, no original papers;Men's watch/Unisex;14740.0;Item is in stock;Circular;628.0;;Sapphire crystal;Blue;;;3542.0;2912.0;1;1;1;2002.0
Breguet;Manual winding;Platinum;Alligator skin;;Used (Very good);Original box, no original papers;Men's watch/Unisex;154340.0;Item is in stock;Circular;628.0;;;Silver;Black;;250.0;752.0;0;0;1;157.0
Breguet;Manual winding;Yellow gold;Yellow gold;1986.0;;Original box, original papers;Men's watch/Unisex;5000.0;Item available on request;Circular;365.123125;;;Silver;Gold;Fold clasp;0.0;357.0;0;0;1;
Breguet;Automatic;White gold;;2005.0;;Original box, no original papers;Men's watch/Unisex;6000.0;Item available on request;Rectangular;1785.0;;;Silver;;Fold clasp;0.0;357.0;0;0;1;
Breguet;Automatic;Yellow gold;Alligator skin;;Used (Very good);No original box, no original papers;Men's watch/Unisex;17890.0;Item is in stock;Circular;508.68;;;White;Black;;250.0;752.0;0;0;1;157.0
Breguet;Automatic;Rose gold;Leather;;Like new & unworn;Original box, original papers;;26816.0;Item is in stock;Rectangular;1040.25;3.0;Sapphire crystal;Mother of pearl;Black;;1409.0;681.0;0;0;1;959.0
Breguet;Automatic;White gold;;;Used (Very good);Original box, original papers;;205000.0;Item is in stock;Rectangular;1174.25;;;;;;323.0;1710.0;0;1;1;242.0
Breguet;;;;;Used (Very good);No original box, no original papers;Men's watch/Unisex;19425.0;Item needs to be procured;Rectangular;1505.0;;;;;;778.0;1002.0;1;1;1;525.0
Breguet;Manual winding;Platinum;;;Used (Very good);Original box, no original papers;Men's watch/Unisex;50800.0;Item is in stock;Circular;628.0;;Sapphire crystal;;;;2049.0;247.0;1;1;1;1660.0
Breguet;Manual winding;;Alligator skin;;Used (Very good);Original box, original papers;;21423.0;Item is in stock;Circular;628.0;;;;;;172.0;206.0;1;0;1;121.0
Breguet;Automatic;Titanium;Titanium;2014.0;Used (Very good);Original box, original papers;Men's watch/Unisex;10550.0;Item is in stock;Rectangular;2061.25;10.0;Sapphire crystal;Black;;Fold clasp;1296.0;171.0;1;1;1;875.0
Breguet;Automatic;;;1997.0;Used (Very good);Original box, original papers;;7521.0;Item is in stock;Circular;612.398125;;;;;;105.0;64.0;1;1;1;94.0
Breguet;Automatic;Steel;;;Used (Very good);No original box, no original papers;Men's watch/Unisex;5100.0;Item is in stock;Circular;612.398125;10.0;Sapphire crystal;;;;2049.0;247.0;1;1;1;1660.0
Breguet;Automatic;Steel;Calf skin;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;14299.0;Item is in stock;Circular;692.37;;Sapphire crystal;Black;Black;Buckle;2227.0;5013.0;1;1;1;1458.0
Breguet;Automatic;Steel;Crocodile skin;;Used (Good);Original box, no original papers;Men's watch/Unisex;4875.0;Item is in stock;Circular;596.9925000000001;;;Black;Black;;;;0;0;0;
Breil;Quartz;Steel;Steel;2005.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;65.0;Item is in stock;Rectangular;264.0;;Glass;;Steel;Double-fold clasp;;;0;0;0;
Breil;;Steel;Steel;1998.0;Like new & unworn;No original box, no original papers;Men's watch/Unisex;162.0;Item is in stock;;;;;;Silver;;;;0;0;0;
Breil;Quartz;Steel;Steel;;Used (Very good);No original box, no original papers;;107.0;Item needs to be procured;Circular;692.37;;Glass;Grey;Steel;Fold clasp;10361.0;1911.0;1;1;1;6641.0
Breil;Manual winding;;Leather;1980.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;312.0;Item is in stock;Rectangular;1360.0;;Plexiglass;;;;2039.0;367.0;1;1;1;1633.0
Breil;Manual winding;Gold-plated;Leather;1990.0;Like new & unworn;Original box, no original papers;Men's watch/Unisex;377.0;Item is in stock;Circular;480.8125;;Plexiglass;White;Brown;Buckle;;;0;0;0;
Breil;Manual winding;Steel;Rubber;1970.0;Like new & unworn;No original box, no original papers;Men's watch/Unisex;3016.0;Item is in stock;Rectangular;1676.25;20.0;Plexiglass;Blue;Blue;;;;0;0;0;
Breil;Quartz;;;2005.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;34.0;Item is in stock;Circular;628.0;;;;;;;;0;0;0;
Breil;Quartz;Steel;Leather;2017.0;Like new & unworn;No original box, no original papers;Men's watch/Unisex;108.0;Item is in stock;Circular;628.0;10.0;;;;;;;0;0;0;
Breil;Quartz;Steel;Steel;2000.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;185.0;Item is in stock;Circular;480.8125;;;White;Gold/Steel;Fold clasp;;;0;0;0;
Breil;Quartz;;;1989.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;215.0;Item is in stock;;;;;;;;;;0;0;0;
Breil;Automatic;Steel;Steel;1979.0;Used (Good);No original box, no original papers;Women's watch;98.0;Item is in stock;Circular;401.92;20.0;;Black;Steel;Fold clasp;;;0;0;0;
Breil;Automatic;Steel;Steel;1990.0;Like new & unworn;No original box, no original papers;Men's watch/Unisex;485.0;Item is in stock;Circular;692.37;;;Blue;Steel;;;;0;0;0;
Breil;Quartz;Steel;Steel;1990.0;Used (Very good);No original box, no original papers;Women's watch;115.0;Item is in stock;Circular;453.73;10.0;Glass;Blue;Steel;;;;0;0;0;
Breil;Automatic;;Leather;;Used (Good);No original box, no original papers;Men's watch/Unisex;128.0;Item is in stock;Circular;537.3325;;;;;;;;0;0;0;
Breil;Manual winding;;;1960.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;2908.0;Item is in stock;Rectangular;770.0;;;;;;;;0;0;0;
Breil;Quartz;Steel;Steel;2017.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;128.0;Item is in stock;;;;;Blue;Steel;;;;0;0;0;
Breil;Automatic;;Steel;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;;;Circular;659.7925;;;;Steel;;;;0;0;0;
Breil;Quartz;Steel;Steel;;Used (Good);No original box, no original papers;Men's watch/Unisex;38.0;Item is in stock;;;;;Blue;Steel;;;;0;0;0;
Breitling;Quartz;;;;Used (Very good);No original box, no original papers;Men's watch/Unisex;1799.0;Item is in stock;;;;;;Silver;;22.0;209.0;1;1;1;3.0
Breitling;Quartz;Titanium;Titanium;1990.0;Used (Very good);Original box, original papers;Men's watch/Unisex;2750.0;Item is in stock;Circular;628.0;10.0;Sapphire crystal;Black;;;468.0;293.0;1;1;1;307.0
Breitling;;Titanium;;;Used (Very good);Original box, original papers;;3205.0;Item is in stock;Circular;904.32;;;Black;;;667.0;259.0;1;1;1;441.0
Breitling;Automatic;Titanium;Leather;;New;Original box, no original papers;Men's watch/Unisex;3895.0;Item is in stock;Circular;794.8125;30.0;Sapphire crystal;Green;Green;Buckle;977.0;935.0;1;1;1;574.0
Breitling;Automatic;Steel;Steel;2011.0;Used (Good);Original box, original papers;Men's watch/Unisex;2999.0;Item is in stock;Circular;759.88;50.0;Sapphire crystal;Black;Steel;Fold clasp;1.0;55.0;0;0;1;
;;;;;;;;;;;;;;;;;;;0;0;0;
Breitling;Quartz;Titanium;Titanium;2001.0;Used (Good);Original box, original papers;Men's watch/Unisex;1850.0;Item is in stock;Circular;628.0;10.0;Sapphire crystal;Grey;Grey;Fold clasp;539.0;1201.0;1;1;1;315.0
Breitling;Automatic;Titanium;Leather;;Used (Good);Original box, original papers;Men's watch/Unisex;3729.0;Item is in stock;Circular;794.8125;120.0;Sapphire crystal;Black;Black;Buckle;47.0;12.0;0;1;1;34.0
Breitling;Automatic;Titanium;Titanium;;Used (Very good);Original box, no original papers;Men's watch/Unisex;2499.0;Item is in stock;Circular;759.88;;;Black;;;22.0;209.0;1;1;1;3.0
Breitling;Automatic;Steel;Calf skin;;Used (Very good);Original box, no original papers;Men's watch/Unisex;3095.0;Item is in stock;Circular;725.7325000000001;30.0;Sapphire crystal;White;Black;Buckle;159.0;46.0;1;0;1;103.0
Breitling;Automatic;Steel;Leather;;Used (Very good);Original box, original papers;Men's watch/Unisex;4255.0;Item is in stock;Circular;725.7325000000001;10.0;Sapphire crystal;Green;Green;Buckle;60.0;66.0;1;0;1;41.0
Breitling;Automatic;Steel;Steel;2021.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;3799.0;Item is in stock;Circular;725.7325000000001;10.0;Sapphire crystal;Blue;Steel;Fold clasp;449.0;89.0;1;1;1;324.0
Breitling;Quartz;Steel;Steel;;Used (Very good);Original box, original papers;Men's watch/Unisex;1999.0;Item is in stock;Circular;725.7325000000001;;;Grey;Silver;;22.0;209.0;1;1;1;3.0
Breitling;Quartz;Steel;Steel;;Used (Very good);Original box, original papers;Men's watch/Unisex;2199.0;Item is in stock;Circular;725.7325000000001;;;Blue;Silver;;22.0;209.0;1;1;1;3.0
Breitling;Automatic;Rose gold;Rose gold;;Like new & unworn;Original box, original papers;Men's watch/Unisex;39000.0;Item available on request;;;;Sapphire crystal;Bronze;Gold;Fold clasp;268.0;1475.0;1;0;1;197.0
Breitling;Automatic;Steel;Steel;2008.0;Used (Very good);Original box, original papers;Men's watch/Unisex;6250.0;Item is in stock;Circular;942.3925;10.0;Sapphire crystal;Black;Silver;Fold clasp;431.0;217.0;1;1;1;277.0
Breitling;Automatic;Steel;Steel;2016.0;Used (Very good);Original box, original papers;Men's watch/Unisex;4300.0;Item is in stock;Rectangular;1980.0;10.0;Sapphire crystal;Black;Steel;Fold clasp;285.0;372.0;0;1;1;199.0
Breitling;Automatic;Steel;Steel;;Used (Very good);No original box, no original papers;Men's watch/Unisex;11999.0;Item needs to be procured;Circular;942.3925;;Sapphire crystal;White;Silver;Fold clasp;516.0;243.0;0;1;1;334.0
Breitling;Automatic;Steel;Steel;2021.0;Used (Very good);Original box, original papers;Women's watch;3600.0;Item is in stock;Circular;508.68;10.0;Sapphire crystal;Silver;Steel;Fold clasp;33.0;73.0;1;1;1;15.0
Breitling;Automatic;Steel;Crocodile skin;;Used (Very good);No original box, no original papers;Men's watch/Unisex;6199.0;Item is in stock;Circular;659.7925;3.0;Sapphire crystal;Silver;Brown;Fold clasp;126.0;214.0;1;1;1;88.0
Breitling;Manual winding;Steel;Crocodile skin;2021.0;Used (Very good);Original box, original papers;Men's watch/Unisex;7290.0;Item is in stock;Circular;692.37;10.0;Sapphire crystal;Blue;Brown;Fold clasp;33.0;73.0;1;1;1;15.0
;;;;;;;;;;;;;;;;;;;0;0;0;
Breitling;Automatic;Gold/Steel;Rubber;;Used (Very good);Original box, no original papers;Men's watch/Unisex;2500.0;Item is in stock;Circular;596.9925000000001;10.0;Sapphire crystal;Black;Gold/Steel;Fold clasp;1611.0;1685.0;1;1;1;1151.0
Breitling;Automatic;Steel;Steel;;Used (Very good);Original box, no original papers;Men's watch/Unisex;2995.0;Item is in stock;Circular;692.37;50.0;Sapphire crystal;Black;Steel;Fold clasp;792.0;263.0;1;1;1;575.0
Breitling;Automatic;Yellow gold;Leather;;Used (Good);Original box, no original papers;Men's watch/Unisex;7000.0;Item is in stock;Circular;596.9925000000001;5.0;Sapphire crystal;Blue;Black;Buckle;6.0;22.0;1;1;1;5.0
Breitling;Automatic;Gold/Steel;Steel;;Used (Good);No original box, no original papers;Men's watch/Unisex;2900.0;Item is in stock;Circular;596.9925000000001;10.0;Sapphire crystal;Gold;Steel;Double-fold clasp;6.0;22.0;1;1;1;5.0
Breitling;Automatic;Gold/Steel;;;Used (Good);No original box, no original papers;Men's watch/Unisex;1800.0;Item is in stock;Circular;596.9925000000001;10.0;Sapphire crystal;Blue;Brown;Buckle;63.0;95.0;0;0;1;41.0
Breitling;;Steel;Steel;2014.0;Used (Very good);Original box, no original papers;;3168.0;Item is in stock;Circular;759.88;;;Black;Steel;;58.0;252.0;0;1;1;22.0
Breitling;Automatic;Steel;Steel;;Used (Very good);Original box, no original papers;Women's watch;2895.0;Item is in stock;Circular;508.68;10.0;Sapphire crystal;White;Steel;Fold clasp;618.0;348.0;1;0;1;435.0
Breitling;Automatic;Steel;Steel;;Used (Good);Original box, original papers;Men's watch/Unisex;4595.0;Item is in stock;Circular;692.37;20.0;Sapphire crystal;Silver;Steel;Fold clasp;1655.0;71.0;1;1;1;1196.0
Breitling;Automatic;Steel;Steel;2022.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;6895.0;Item is in stock;Circular;692.37;20.0;Sapphire crystal;Green;Steel;Fold clasp;20.0;78.0;1;1;1;14.0
Breitling;Automatic;Steel;Steel;2021.0;Used (Very good);Original box, original papers;Men's watch/Unisex;5550.0;Item needs to be procured;Circular;692.37;20.0;Sapphire crystal;Black;Steel;Fold clasp;14.0;20.0;1;1;1;10.0
Breitling;Automatic;Gold/Steel;Gold/Steel;;Used (Very good);No original box, no original papers;Men's watch/Unisex;5499.0;Item needs to be procured;Circular;692.37;10.0;Sapphire crystal;Black;Gold/Steel;Fold clasp;522.0;864.0;1;1;1;375.0
;;;;;;;;;;;;;;;;;;;0;0;0;
Breitling;Automatic;Steel;Steel;;Used (Very good);Original box, original papers;Men's watch/Unisex;5700.0;Item is in stock;Circular;759.88;30.0;Sapphire crystal;Red;Steel;Fold clasp;147.0;68.0;1;1;1;139.0
Breitling;Automatic;Gold/Steel;Gold/Steel;2006.0;Used (Very good);Original box, original papers;Men's watch/Unisex;4399.0;Item is in stock;Circular;759.88;30.0;Sapphire crystal;Black;Steel;Fold clasp;449.0;89.0;1;1;1;324.0
Breitling;Automatic;Steel;Leather;;Used (Very good);No original box, no original papers;Men's watch/Unisex;6999.0;Item needs to be procured;Circular;759.88;;Sapphire crystal;Black;Black;Fold clasp;516.0;243.0;0;1;1;334.0
Breitling;Automatic;Gold/Steel;Leather;;Used (Very good);Original box, no original papers;Men's watch/Unisex;2795.0;Item is in stock;Circular;643.798125;10.0;Sapphire crystal;Blue;Steel;Buckle;792.0;263.0;1;1;1;575.0
Breitling;Automatic;Steel;Steel;;Used (Very good);No original box, no original papers;Men's watch/Unisex;2195.0;Item is in stock;Circular;659.7925;50.0;Sapphire crystal;Black;Steel;Fold clasp;618.0;348.0;1;0;1;435.0
